Group	L1L2	Subject	Version	BlockOrder	Block	PrimeTarget	Trial	List	Decision	CorrResp	Sign	Filename	View	AngleLR	Angle	SignType	NounClass	Item	PairChange	Difficulty	AngleChange	ACC	ErrorRate	RESP	RT	Log10RT	LogDiff	Priming	PercentFaster	AccChange	ExclPractice	ExclItem	ExclIncorrect	ExclPairIncorr	Excl135Deg	ExclOpposite	ExclSlowFast	ExclPairSlow
L1_Deaf	L1	S105	V2a_F0_J1	2	Block1	prime	71	98	living	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to90	harder	90	0	1	j	1382	3.140508043	-0.110399657	-400	-0.22	1	0	1	1	0	0	0	0	0
L1_Deaf	L1	S105	V2a_F0_J1	4	Block3	target	42	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	0to90	harder	90	1	0	f	1782	3.2509077	-0.110399657	-400	-0.22	1	0	1	0	1	0	0	0	0
L1_Deaf	L1	S106	V2b_F1_J0	2	Block2	prime	77	61	edible	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to45	harder	45	1	0	j	1555	3.191730393	-0.027067605	-100	-0.06	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S106	V2b_F1_J0	4	Block4	target	38	61	edible	no	AFTERNOON	AFTERNOON_45L.avi	2	45L	45	1h	body	98	0to45	harder	45	1	0	j	1655	3.218797998	-0.027067605	-100	-0.06	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	2	Block1	prime	51	98	living	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to90	harder	90	1	0	f	1299	3.113609151	-0.001001833	-3	0	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	4	Block3	target	79	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	0to90	harder	90	1	0	f	1302	3.114610984	-0.001001833	-3	0	0	0	1	0	0	0	0	0	0
L2_Intermediate	M2L2	S108	V2a_F0_J1	2	Block1	prime	31	98	living	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to90	harder	90	0	1	j	3193	3.504198919	0.148173061	923	0.41	1	0	1	1	0	0	0	0	0
L2_Intermediate	M2L2	S108	V2a_F0_J1	4	Block3	target	60	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	0to90	harder	90	1	0	f	2270	3.356025857	0.148173061	923	0.41	1	0	1	0	1	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	2	Block2	prime	40	61	edible	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to45	harder	45	1	0	j	1761	3.245759356	0.020967399	83	0.05	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	4	Block4	target	42	61	edible	no	AFTERNOON	AFTERNOON_45L.avi	2	45L	45	1h	body	98	0to45	harder	45	1	0	j	1678	3.224791956	0.020967399	83	0.05	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S110	V2b_F1_J0	2	Block2	prime	1	61	edible	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to45	harder	45	1	0	j	2269	3.355834496	0.146319481	649	0.4	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S110	V2b_F1_J0	4	Block4	target	79	61	edible	no	AFTERNOON	AFTERNOON_45L.avi	2	45L	45	1h	body	98	0to45	harder	45	1	0	j	1620	3.209515015	0.146319481	649	0.4	0	0	1	0	0	0	0	0	0
L2_Intermediate	M2L2	S111	V2b_F1_J0	2	Block2	prime	56	61	edible	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to45	harder	45	1	0	j	1684	3.226342087	0.030996029	116	0.07	0	0	1	0	0	0	0	0	0
L2_Intermediate	M2L2	S111	V2b_F1_J0	4	Block4	target	18	61	edible	no	AFTERNOON	AFTERNOON_45L.avi	2	45L	45	1h	body	98	0to45	harder	45	1	0	j	1568	3.195346058	0.030996029	116	0.07	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S112	V3a_F0_J1	2	Block1	prime	54	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	j	1392	3.143639235	0.062652188	187	0.16	0	0	1	1	1	0	0	0	0
L1_Deaf	L1	S112	V3a_F0_J1	4	Block3	target	24	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	j	1205	3.080987047	0.062652188	187	0.16	0	0	1	1	1	0	0	0	0
L1_Hearing	L1	S113	V3a_F0_J1	2	Block1	prime	10	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	j	1590	3.201397124	0.070420433	238	0.18	0	0	1	1	1	0	0	0	0
L1_Hearing	L1	S113	V3a_F0_J1	4	Block3	target	57	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	j	1352	3.130976692	0.070420433	238	0.18	0	0	1	1	1	0	0	0	0
L1_Deaf	L1	S114	V3a_F0_J1	2	Block1	prime	74	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	1	0	f	1590	3.201397124	-0.014240439	-53	-0.03	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S114	V3a_F0_J1	4	Block3	target	78	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	1	0	f	1643	3.215637563	-0.014240439	-53	-0.03	0	0	1	0	0	0	0	0	0
L1_Hearing	L1	S116	V3b_F1_J0	2	Block1	prime	58	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	f	1471	3.167612673	0.035352983	115	0.08	0	0	1	1	1	0	0	0	0
L1_Hearing	L1	S116	V3b_F1_J0	4	Block3	target	69	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	f	1356	3.13225969	0.035352983	115	0.08	0	0	1	1	1	0	0	0	0
L1_Hearing	L1	S117	V3b_F1_J0	3	Block1	prime	53	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	f	1451	3.161667412	-0.051850345	-184	-0.11	0	0	1	1	1	0	0	0	0
L1_Hearing	L1	S117	V3b_F1_J0	5	Block3	target	116	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	f	1635	3.213517757	-0.051850345	-184	-0.11	0	0	1	1	1	0	0	0	0
L2_Fluent	M2L2	S118	V3b_F1_J0	3	Block1	prime	94	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	f	1686	3.22685757	-0.050980763	-210	-0.11	1	0	1	1	0	0	0	0	0
L2_Fluent	M2L2	S118	V3b_F1_J0	5	Block3	target	56	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	1	0	j	1896	3.277838333	-0.050980763	-210	-0.11	1	0	1	0	1	0	0	0	0
L1_Deaf	L1	S120	V3b_F1_J0	3	Block1	prime	120	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	1	0	j	1790	3.252853031	-0.078776687	-356	-0.17	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S120	V3b_F1_J0	5	Block3	target	92	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	1	0	j	2146	3.331629718	-0.078776687	-356	-0.17	0	0	1	0	0	0	0	0	0
L2_Fluent	M2L2	S121	V1b_F1_J0	3	Block1	prime	65	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	1	0	j	1760	3.245512668	0.077604858	288	0.2	-1	0	1	0	1	0	0	0	0
L2_Fluent	M2L2	S121	V1b_F1_J0	5	Block3	target	32	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	0	1	f	1472	3.16790781	0.077604858	288	0.2	-1	0	1	1	0	0	0	0	0
L2_Intermediate	M2L2	S122	V1b_F1_J0	3	Block1	prime	78	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	1	0	j	1829	3.262213705	0.044203662	177	0.11	-1	0	1	0	1	0	0	0	0
L2_Intermediate	M2L2	S122	V1b_F1_J0	5	Block3	target	83	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	0	1	f	1652	3.218010043	0.044203662	177	0.11	-1	0	1	1	0	0	0	0	0
L1_Hearing	L1	S124	V1b_F1_J0	3	Block1	prime	106	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	1	0	j	1797	3.254548077	-0.029205306	-125	-0.07	-1	0	1	0	1	0	0	0	0
L1_Hearing	L1	S124	V1b_F1_J0	5	Block3	target	72	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	0	1	f	1922	3.283753383	-0.029205306	-125	-0.07	-1	0	1	1	0	0	0	0	0
L1_Hearing	L1	S125	V1a_F0_J1	2	Block1	prime	63	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	1	0	f	2130	3.328379603	0.148253728	616	0.41	0	0	1	0	0	0	0	0	0
L1_Hearing	L1	S125	V1a_F0_J1	4	Block3	target	17	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	1	0	f	1514	3.180125875	0.148253728	616	0.41	0	0	1	0	0	0	0	0	0
L2_Intermediate	M2L2	S126	V1a_F0_J1	2	Block1	prime	13	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	0	1	j	1440	3.158362492	-0.136544419	-532	-0.27	0	0	1	1	1	0	0	0	0
L2_Intermediate	M2L2	S126	V1a_F0_J1	4	Block3	target	108	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	0	1	j	1972	3.294906911	-0.136544419	-532	-0.27	0	0	1	1	1	0	0	0	0
L2_Intermediate	M2L2	S128	V3a_F0_J1	2	Block1	prime	3	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	j	1767	3.24723655	0.095254154	348	0.25	0	0	1	1	1	0	0	0	0
L2_Intermediate	M2L2	S128	V3a_F0_J1	4	Block3	target	21	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	j	1419	3.151982395	0.095254154	348	0.25	0	0	1	1	1	0	0	0	0
L2_Intermediate	M2L2	S130	V3b_F1_J0	3	Block1	prime	103	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	f	1731	3.238297068	-0.109032947	-494	-0.22	0	0	1	1	1	0	0	0	0
L2_Intermediate	M2L2	S130	V3b_F1_J0	5	Block3	target	63	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	f	2225	3.347330015	-0.109032947	-494	-0.22	0	0	1	1	1	0	0	0	0
L2_Intermediate	M2L2	S131	V1a_F0_J1	2	Block1	prime	33	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	1	0	f	3308	3.519565501	0.21378435	1286	0.64	0	0	1	0	0	0	0	0	0
L2_Intermediate	M2L2	S131	V1a_F0_J1	4	Block3	target	86	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	1	0	f	2022	3.305781151	0.21378435	1286	0.64	0	0	1	0	0	0	0	0	0
L2_Fluent	M2L2	S132	V1a_F0_J1	2	Block1	prime	40	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	1	0	f	1972	3.294906911	0.052862671	226	0.13	-1	0	1	0	1	0	0	0	0
L2_Fluent	M2L2	S132	V1a_F0_J1	4	Block3	target	13	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	0	1	j	1746	3.242044239	0.052862671	226	0.13	-1	0	1	1	0	0	0	0	0
L2_Intermediate	M2L2	S133	V2a_F0_J1	2	Block1	prime	32	98	living	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to90	harder	90	0	1	j	2158	3.33405144	0.087306731	393	0.22	0	0	1	1	1	0	0	0	0
L2_Intermediate	M2L2	S133	V2a_F0_J1	4	Block3	target	76	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	0to90	harder	90	0	1	j	1765	3.24674471	0.087306731	393	0.22	0	0	1	1	1	0	0	0	0
L2_Intermediate	M2L2	S134	V1b_F1_J0	3	Block1	prime	78	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	1	0	j	2424	3.384532615	0.00179535	10	0	0	0	1	0	0	0	0	0	0
L2_Intermediate	M2L2	S134	V1b_F1_J0	5	Block3	target	119	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	1	0	j	2414	3.382737266	0.00179535	10	0	0	0	1	0	0	0	0	0	0
L2_Intermediate	M2L2	S135	V2b_F1_J0	2	Block2	prime	21	61	edible	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to45	harder	45	1	0	j	1904	3.279666944	0.032922234	139	0.08	0	0	1	0	0	0	0	0	0
L2_Intermediate	M2L2	S135	V2b_F1_J0	4	Block4	target	81	61	edible	no	AFTERNOON	AFTERNOON_45L.avi	2	45L	45	1h	body	98	0to45	harder	45	1	0	j	1765	3.24674471	0.032922234	139	0.08	0	0	1	0	0	0	0	0	0
L2_Fluent	M2L2	S136	V2b_F1_J0	2	Block2	prime	74	61	edible	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to45	harder	45	1	0	j	1730	3.238046103	0.011961987	47	0.03	0	0	1	0	0	0	0	0	0
L2_Fluent	M2L2	S136	V2b_F1_J0	4	Block4	target	8	61	edible	no	AFTERNOON	AFTERNOON_45L.avi	2	45L	45	1h	body	98	0to45	harder	45	1	0	j	1683	3.226084116	0.011961987	47	0.03	0	0	1	0	0	0	0	0	0
L2_Intermediate	M2L2	S137	V2a_F0_J1	2	Block1	prime	86	98	living	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to90	harder	90	1	0	f	1762	3.246005904	-0.035709066	-151	-0.08	-1	0	1	0	1	0	0	0	0
L2_Intermediate	M2L2	S137	V2a_F0_J1	4	Block3	target	65	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	0to90	harder	90	0	1	j	1913	3.28171497	-0.035709066	-151	-0.08	-1	0	1	1	0	0	0	0	0
L1_Deaf	L1	S138	V1a_F0_J1	2	Block1	prime	110	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	1	0	f	2265	3.355068206	0.133653969	600	0.36	-1	0	1	0	1	0	0	0	0
L1_Deaf	L1	S138	V1a_F0_J1	4	Block3	target	49	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	0	1	j	1665	3.221414238	0.133653969	600	0.36	-1	0	1	1	0	0	0	0	0
L1_Deaf	L1	S139	V1b_F1_J0	3	Block1	prime	96	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	1	0	j	1665	3.221414238	-0.012343125	-48	-0.03	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S139	V1b_F1_J0	5	Block3	target	22	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	1	0	j	1713	3.233757363	-0.012343125	-48	-0.03	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S140	V1b_F1_J0	3	Block1	prime	33	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	1	0	j	1499	3.175801633	0.01085426	37	0.03	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S140	V1b_F1_J0	5	Block3	target	31	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	1	0	j	1462	3.164947373	0.01085426	37	0.03	0	0	1	0	0	0	0	0	0
L1_Hearing	L1	S141	V2a_F0_J1	2	Block1	prime	59	98	living	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to90	harder	90	1	0	f	1832	3.262925469	0.095608135	362	0.25	-1	0	1	0	1	0	0	0	0
L1_Hearing	L1	S141	V2a_F0_J1	4	Block3	target	67	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	0to90	harder	90	0	1	j	1470	3.167317335	0.095608135	362	0.25	-1	0	1	1	0	0	0	0	0
L2_Fluent	M2L2	S142	V2a_F0_J1	3	Block2	prime	111	61	edible	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to45	harder	45	1	0	f	1866	3.270911639	-0.004399715	-19	-0.01	0	0	1	0	0	0	0	0	0
L2_Fluent	M2L2	S142	V2a_F0_J1	5	Block4	target	35	61	edible	no	AFTERNOON	AFTERNOON_45L.avi	2	45L	45	1h	body	98	0to45	harder	45	1	0	f	1885	3.275311355	-0.004399715	-19	-0.01	0	0	1	0	0	0	0	0	0
L2_Fluent	M2L2	S143	V2a_F0_J1	3	Block2	prime	18	61	edible	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to45	harder	45	1	0	f	1949	3.289811839	-0.002444232	-11	-0.01	0	0	1	0	0	0	0	0	0
L2_Fluent	M2L2	S143	V2a_F0_J1	5	Block4	target	73	61	edible	no	AFTERNOON	AFTERNOON_45L.avi	2	45L	45	1h	body	98	0to45	harder	45	1	0	f	1960	3.292256071	-0.002444232	-11	-0.01	0	0	1	0	0	0	0	0	0
L2_Fluent	M2L2	S144	V3a_F0_J1	2	Block1	prime	25	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	j	2376	3.375846436	-0.0935337	-571	-0.19	1	0	1	1	0	0	0	0	0
L2_Fluent	M2L2	S144	V3a_F0_J1	4	Block3	target	74	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	1	0	f	2947	3.469380136	-0.0935337	-571	-0.19	1	0	1	0	1	0	0	0	0
L2_Fluent	M2L2	S145	V1a_F0_J1	2	Block1	prime	81	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	0	1	j	1840	3.264817823	-0.042035926	-187	-0.09	1	0	1	1	0	0	0	0	0
L2_Fluent	M2L2	S145	V1a_F0_J1	4	Block3	target	46	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	1	0	f	2027	3.306853749	-0.042035926	-187	-0.09	1	0	1	0	1	0	0	0	0
L2_Fluent	M2L2	S146	V3a_F0_J1	2	Block1	prime	73	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	j	1771	3.248218561	-0.009460014	-39	-0.02	1	0	1	1	0	0	0	0	0
L2_Fluent	M2L2	S146	V3a_F0_J1	4	Block3	target	50	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	1	0	f	1810	3.257678575	-0.009460014	-39	-0.02	1	0	1	0	1	0	0	0	0
L2_Fluent	M2L2	S147	V1b_F1_J0	3	Block1	prime	18	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	1	0	j	2113	3.324899497	0.054220661	248	0.13	0	0	1	0	0	0	0	0	0
L2_Fluent	M2L2	S147	V1b_F1_J0	5	Block3	target	61	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	1	0	j	1865	3.270678836	0.054220661	248	0.13	0	0	1	0	0	0	0	0	0
L1_Hearing	L1	S148	V2b_F1_J0	2	Block2	prime	80	61	edible	no	AFTERNOON	AFTERNOON_0.avi	1	0	0	1h	body	98	0to45	harder	45	1	0	j	1802	3.255754787	0.003630234	15	0.01	0	0	1	0	0	0	0	0	0
L1_Hearing	L1	S148	V2b_F1_J0	4	Block4	target	111	61	edible	no	AFTERNOON	AFTERNOON_45L.avi	2	45L	45	1h	body	98	0to45	harder	45	1	0	j	1787	3.252124553	0.003630234	15	0.01	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S149	V1a_F0_J1	2	Block1	prime	65	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	1	0	f	1725	3.236789099	0.053519256	200	0.13	-1	0	1	0	1	0	0	0	0
L1_Deaf	L1	S149	V1a_F0_J1	4	Block3	target	119	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	0	1	j	1525	3.183269844	0.053519256	200	0.13	-1	0	1	1	0	0	0	0	0
L1_Hearing	L1	S150	V3a_F0_J1	2	Block1	prime	99	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	1	0	f	1845	3.26599637	-0.050183728	-226	-0.11	0	0	1	0	0	0	0	0	0
L1_Hearing	L1	S150	V3a_F0_J1	4	Block3	target	59	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	1	0	f	2071	3.316180099	-0.050183728	-226	-0.11	0	0	1	0	0	0	0	0	0
L2_Intermediate	M2L2	S151	V3b_F1_J0	3	Block1	prime	61	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	f	3477	3.541204691	0.038777571	297	0.09	0	0	1	1	1	0	0	0	0
L2_Intermediate	M2L2	S151	V3b_F1_J0	5	Block3	target	116	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	f	3180	3.50242712	0.038777571	297	0.09	0	0	1	1	1	0	0	0	0
L2_Fluent	M2L2	S152	V3b_F1_J0	3	Block1	prime	64	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	f	1711	3.23325001	0.01946671	75	0.05	0	0	1	1	1	0	0	0	0
L2_Fluent	M2L2	S152	V3b_F1_J0	5	Block3	target	48	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	0	1	f	1636	3.213783299	0.01946671	75	0.05	0	0	1	1	1	0	0	0	0
L2_Intermediate	M2L2	S153	V3a_F0_J1	2	Block1	prime	51	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	1	0	f	2072	3.316389751	-0.082937781	-436	-0.17	0	0	1	0	0	0	0	0	0
L2_Intermediate	M2L2	S153	V3a_F0_J1	4	Block3	target	60	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	90to90	same	0	1	0	f	2508	3.399327532	-0.082937781	-436	-0.17	0	0	1	0	0	0	0	0	0
L1_Hearing	L1	S154	V1a_F0_J1	2	Block1	prime	45	98	living	no	AFTERNOON	AFTERNOON_45R.avi	3	45R	45	1h	body	98	45to90	harder	45	1	0	f	1794	3.253822439	0.009545318	39	0.02	0	0	1	0	0	0	0	0	0
L1_Hearing	L1	S154	V1a_F0_J1	4	Block3	target	50	98	living	no	AFTERNOON	AFTERNOON_90R.avi	5	90R	90	1h	body	98	45to90	harder	45	1	0	f	1755	3.244277121	0.009545318	39	0.02	0	0	1	0	0	0	0	0	0
L1_Deaf	L1	S105	V2a_F0_J1	3	Block2	prime	96	100	edible	no	ALARM	ALARM_0.avi	1	0	0	2ha	body	220	0to90	harder	90	1	0	f	1236	3.092018471	-0.017897392	-52	-0.04	0	0	0	0	0	0	0	0	0
L1_Deaf	L1	S105	V2a_F0_J1	5	Block4	target	24	100	edible	no	ALARM	ALARM_90R.avi	5	90R	90	2ha	body	220	0to90	harder	90	1	0	f	1288	3.109915863	-0.017897392	-52	-0.04	0	0	0	0	0	0	0	0	0
L1_Deaf	L1	S106	V2b_F1_J0	2	Block2	prime	88	80	edible	no	ALARM	ALARM_90R.avi	5	90R	90	2ha	body	220	90to90	same	0	1	0	j	2144	3.331224781	0.213290946	832	0.63	0	0	0	0	0	0	0	0	0
L1_Deaf	L1	S106	V2b_F1_J0	4	Block4	target	69	80	edible	no	ALARM	ALARM_90R.avi	5	90R	90	2ha	body	220	90to90	same	0	1	0	j	1312	3.117933835	0.213290946	832	0.63	0	0	0	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	3	Block2	prime	13	100	edible	no	ALARM	ALARM_0.avi	1	0	0	2ha	body	220	0to90	harder	90	1	0	f	1813	3.258397804	0.05700068	223	0.14	0	0	0	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	5	Block4	target	43	100	edible	no	ALARM	ALARM_90R.avi	5	90R	90	2ha	body	220	0to90	harder	90	1	0	f	1590	3.201397124	0.05700068	223	0.14	0	0	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S108	V2a_F0_J1	3	Block2	prime	108	100	edible	no	ALARM	ALARM_0.avi	1	0	0	2ha	body	220	0to90	harder	90	1	0	f	3340	3.523746467	0.135290014	894	0.37	0	0	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S108	V2a_F0_J1	5	Block4	target	57	100	edible	no	ALARM	ALARM_90R.avi	5	90R	90	2ha	body	220	0to90	harder	90	1	0	f	2446	3.388456453	0.135290014	894	0.37	0	0	0	0	0	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	2	Block2	prime	17	80	edible	no	ALARM	ALARM_90R.avi	5	90R	90	2ha	body	220	90to90	same	0	1	0	j	1504	3.177247836	-0.073903507	-279	-0.16	0	0	0	0	0	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	4	Block4	target	93	80	edible	no	ALARM	ALARM_90R.avi	5	90R	90	2ha	body	220	90to90	same	0	1	0	j	1783	3.251151343	-0.073903507	-279	-0.16	0	0	0	0	0	0	0	0	0
L1_Deaf	L1	S110	V2b_F1_J0	2	Block2	prime	48	80	edible	no	ALARM	ALARM_90R.avi	5	90R	90	2ha	body	220	90to90	same	0	1	0	j	1490	3.173186268	-0.04165758	-150	-0.09	0	0	0	0	0	0	0	0	0
L1_Deaf	L1	S110	V2b_F1_J0	4	Block4	target	50	80	edible	no	ALARM	ALARM_90R.avi	5	90R	90	2ha	body	220	90to90	same	0	1	0	j	1640	3.214843848	-0.04165758	-150	-0.09	0	0	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S111	V2b_F1_J0	2	Block2	prime	104	80	edible	no	ALARM	ALARM_90R.avi	5	90R	90	2ha	body	220	90to90	same	0	1	0	j	2114	3.325104983	0.106306985	459	0.28	0	0	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S111	V2b_F1_J0	4	Block4	target	110	80	edible	no	ALARM	ALARM_90R.avi	5	90R	90	2ha	body	220	90to90	same	0	1	0	j	1655	3.218797998	0.106306985	459	0.28	0	0	0	0	0	0	0	0	0
