AllGroups	Group	Subject	Version	BlockOrder	Block	PrimeTarget	Trial	List	Decision	CorrResp	Sign	Filename	View	Angle	from0	SignType	Item	PairChange	Difficulty	AngleChange	ACC	ErrorRate	RESP	RT	Priming	PercentFaster	AccChange	EXCLUDERT	EXCLUDEACC	ExclPractice	Excl135Deg	ExclOpposite	ExclItem	ExclSlow	ExclPairExcl	ExclIncorrect	ExclPairIncorr
L1_Deaf	L1	S105	V2a_F0_J1	1	Practice	practice	1	8	family	no	CASTLE	CASTLE_0.avi	1	0	0	2hs	488	practice	practice	practice	1	0	f	2931	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S105	V2a_F0_J1	1	Practice	practice	4	3	family	no	COWBOY	COWBOY_45R.avi	3	45R	45	2hs	483	practice	practice	practice	1	0	f	3162	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S105	V2a_F0_J1	1	Practice	practice	5	10	family	no	DRAWER	DRAWER_45L.avi	2	45L	45	2hs	490	practice	practice	practice	1	0	f	1674	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S105	V2a_F0_J1	1	Practice	practice	2	9	family	yes	GRANDMA	GRANDMOTHER_90L.avi	4	90L	90	2hd	489	practice	practice	practice	1	0	j	2141	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S105	V2a_F0_J1	1	Practice	practice	10	5	family	yes	GRANDSON	GRANDSON_90L.avi	4	90L	90	2hd	485	practice	practice	practice	1	0	j	1265	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S105	V2a_F0_J1	1	Practice	practice	7	6	family	no	MECHANIC	MECHANIC_45R.avi	3	45R	45	2hs	486	practice	practice	practice	1	0	f	1355	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S105	V2a_F0_J1	1	Practice	practice	8	4	family	no	MONEY	MONEY_0.avi	1	0	0	2hd	484	practice	practice	practice	1	0	f	1235	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S105	V2a_F0_J1	1	Practice	practice	9	7	family	yes	MOTHER	MOTHER_90R.avi	5	90R	90	2hd	487	practice	practice	practice	1	0	j	1271	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S105	V2a_F0_J1	1	Practice	practice	3	1	family	no	MOUNTAIN	MOUNTAIN_45L.avi	2	45L	45	2hs	481	practice	practice	practice	1	0	f	1596	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S105	V2a_F0_J1	1	Practice	practice	6	2	family	yes	NEPHEW	NEPHEW_90R.avi	5	90R	90	1h	482	practice	practice	practice	1	0	j	1541	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S106	V2b_F1_J0	1	Practice	practice	8	8	family	no	CASTLE	CASTLE_0.avi	1	0	0	2hs	488	practice	practice	practice	1	0	j	1708	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S106	V2b_F1_J0	1	Practice	practice	6	3	family	no	COWBOY	COWBOY_45R.avi	3	45R	45	2hs	483	practice	practice	practice	1	0	j	1772	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S106	V2b_F1_J0	1	Practice	practice	9	10	family	no	DRAWER	DRAWER_45L.avi	2	45L	45	2hs	490	practice	practice	practice	1	0	j	1253	0	0	0	1	1	1	0	0	0	0	0	0	1
L1_Deaf	L1	S106	V2b_F1_J0	1	Practice	practice	1	9	family	yes	GRANDMA	GRANDMOTHER_90L.avi	4	90L	90	2hd	489	practice	practice	practice	0	1	j	6949	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S106	V2b_F1_J0	1	Practice	practice	4	5	family	yes	GRANDSON	GRANDSON_90L.avi	4	90L	90	2hd	485	practice	practice	practice	1	0	f	3913	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S106	V2b_F1_J0	1	Practice	practice	5	6	family	no	MECHANIC	MECHANIC_45R.avi	3	45R	45	2hs	486	practice	practice	practice	1	0	j	1874	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S106	V2b_F1_J0	1	Practice	practice	2	4	family	no	MONEY	MONEY_0.avi	1	0	0	2hd	484	practice	practice	practice	1	0	j	10310	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S106	V2b_F1_J0	1	Practice	practice	3	7	family	yes	MOTHER	MOTHER_90R.avi	5	90R	90	2hd	487	practice	practice	practice	1	0	f	2088	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S106	V2b_F1_J0	1	Practice	practice	7	1	family	no	MOUNTAIN	MOUNTAIN_45L.avi	2	45L	45	2hs	481	practice	practice	practice	1	0	j	1674	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S106	V2b_F1_J0	1	Practice	practice	10	2	family	yes	NEPHEW	NEPHEW_90R.avi	5	90R	90	1h	482	practice	practice	practice	1	0	f	1200	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	1	Practice	practice	7	8	family	no	CASTLE	CASTLE_0.avi	1	0	0	2hs	488	practice	practice	practice	1	0	f	2236	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	1	Practice	practice	10	3	family	no	COWBOY	COWBOY_45R.avi	3	45R	45	2hs	483	practice	practice	practice	1	0	f	1388	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	1	Practice	practice	5	10	family	no	DRAWER	DRAWER_45L.avi	2	45L	45	2hs	490	practice	practice	practice	1	0	f	1117	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	1	Practice	practice	6	9	family	yes	GRANDMA	GRANDMOTHER_90L.avi	4	90L	90	2hd	489	practice	practice	practice	1	0	j	1475	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	1	Practice	practice	2	5	family	yes	GRANDSON	GRANDSON_90L.avi	4	90L	90	2hd	485	practice	practice	practice	1	0	j	1740	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	1	Practice	practice	9	6	family	no	MECHANIC	MECHANIC_45R.avi	3	45R	45	2hs	486	practice	practice	practice	1	0	f	1608	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	1	Practice	practice	3	4	family	no	MONEY	MONEY_0.avi	1	0	0	2hd	484	practice	practice	practice	1	0	f	1443	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	1	Practice	practice	8	7	family	yes	MOTHER	MOTHER_90R.avi	5	90R	90	2hd	487	practice	practice	practice	1	0	j	1263	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	1	Practice	practice	4	1	family	no	MOUNTAIN	MOUNTAIN_45L.avi	2	45L	45	2hs	481	practice	practice	practice	1	0	f	1510	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S107	V2a_F0_J1	1	Practice	practice	1	2	family	yes	NEPHEW	NEPHEW_90R.avi	5	90R	90	1h	482	practice	practice	practice	1	0	j	1467	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S108	V2a_F0_J1	1	Practice	practice	5	8	family	no	CASTLE	CASTLE_0.avi	1	0	0	2hs	488	practice	practice	practice	1	0	f	2851	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S108	V2a_F0_J1	1	Practice	practice	8	3	family	no	COWBOY	COWBOY_45R.avi	3	45R	45	2hs	483	practice	practice	practice	1	0	f	1664	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S108	V2a_F0_J1	1	Practice	practice	10	10	family	no	DRAWER	DRAWER_45L.avi	2	45L	45	2hs	490	practice	practice	practice	1	0	f	1631	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S108	V2a_F0_J1	1	Practice	practice	1	9	family	yes	GRANDMA	GRANDMOTHER_90L.avi	4	90L	90	2hd	489	practice	practice	practice	1	0	j	4182	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S108	V2a_F0_J1	1	Practice	practice	6	5	family	yes	GRANDSON	GRANDSON_90L.avi	4	90L	90	2hd	485	practice	practice	practice	1	0	j	2934	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S108	V2a_F0_J1	1	Practice	practice	9	6	family	no	MECHANIC	MECHANIC_45R.avi	3	45R	45	2hs	486	practice	practice	practice	1	0	f	2276	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S108	V2a_F0_J1	1	Practice	practice	7	4	family	no	MONEY	MONEY_0.avi	1	0	0	2hd	484	practice	practice	practice	1	0	f	2319	0	0	0	1	1	1	0	0	0	0	0	0	1
L2_Intermediate	M2L2	S108	V2a_F0_J1	1	Practice	practice	2	7	family	yes	MOTHER	MOTHER_90R.avi	5	90R	90	2hd	487	practice	practice	practice	0	1	f	3244	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S108	V2a_F0_J1	1	Practice	practice	4	1	family	no	MOUNTAIN	MOUNTAIN_45L.avi	2	45L	45	2hs	481	practice	practice	practice	1	0	f	3589	0	0	0	1	1	1	0	0	0	0	0	0	1
L2_Intermediate	M2L2	S108	V2a_F0_J1	1	Practice	practice	3	2	family	yes	NEPHEW	NEPHEW_90R.avi	5	90R	90	1h	482	practice	practice	practice	0	1	f	4392	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	1	Practice	practice	7	8	family	no	CASTLE	CASTLE_0.avi	1	0	0	2hs	488	practice	practice	practice	1	0	j	2199	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	1	Practice	practice	4	3	family	no	COWBOY	COWBOY_45R.avi	3	45R	45	2hs	483	practice	practice	practice	1	0	j	2137	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	1	Practice	practice	3	10	family	no	DRAWER	DRAWER_45L.avi	2	45L	45	2hs	490	practice	practice	practice	1	0	j	2237	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	1	Practice	practice	5	9	family	yes	GRANDMA	GRANDMOTHER_90L.avi	4	90L	90	2hd	489	practice	practice	practice	1	0	f	2017	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	1	Practice	practice	6	5	family	yes	GRANDSON	GRANDSON_90L.avi	4	90L	90	2hd	485	practice	practice	practice	1	0	f	2301	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	1	Practice	practice	8	6	family	no	MECHANIC	MECHANIC_45R.avi	3	45R	45	2hs	486	practice	practice	practice	1	0	j	1909	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	1	Practice	practice	9	4	family	no	MONEY	MONEY_0.avi	1	0	0	2hd	484	practice	practice	practice	1	0	j	1885	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	1	Practice	practice	2	7	family	yes	MOTHER	MOTHER_90R.avi	5	90R	90	2hd	487	practice	practice	practice	1	0	f	2050	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	1	Practice	practice	10	1	family	no	MOUNTAIN	MOUNTAIN_45L.avi	2	45L	45	2hs	481	practice	practice	practice	1	0	j	1711	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S109	V2b_F1_J0	1	Practice	practice	1	2	family	yes	NEPHEW	NEPHEW_90R.avi	5	90R	90	1h	482	practice	practice	practice	1	0	f	2354	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S110	V2b_F1_J0	1	Practice	practice	4	8	family	no	CASTLE	CASTLE_0.avi	1	0	0	2hs	488	practice	practice	practice	1	0	j	1917	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S110	V2b_F1_J0	1	Practice	practice	9	3	family	no	COWBOY	COWBOY_45R.avi	3	45R	45	2hs	483	practice	practice	practice	1	0	j	1498	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S110	V2b_F1_J0	1	Practice	practice	6	10	family	no	DRAWER	DRAWER_45L.avi	2	45L	45	2hs	490	practice	practice	practice	1	0	j	1967	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S110	V2b_F1_J0	1	Practice	practice	7	9	family	yes	GRANDMA	GRANDMOTHER_90L.avi	4	90L	90	2hd	489	practice	practice	practice	1	0	f	1662	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S110	V2b_F1_J0	1	Practice	practice	5	5	family	yes	GRANDSON	GRANDSON_90L.avi	4	90L	90	2hd	485	practice	practice	practice	1	0	f	2502	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S110	V2b_F1_J0	1	Practice	practice	2	6	family	no	MECHANIC	MECHANIC_45R.avi	3	45R	45	2hs	486	practice	practice	practice	1	0	j	6783	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S110	V2b_F1_J0	1	Practice	practice	8	4	family	no	MONEY	MONEY_0.avi	1	0	0	2hd	484	practice	practice	practice	1	0	j	1816	0	0	0	1	1	1	0	0	0	0	0	0	1
L1_Deaf	L1	S110	V2b_F1_J0	1	Practice	practice	1	7	family	yes	MOTHER	MOTHER_90R.avi	5	90R	90	2hd	487	practice	practice	practice	0	1	{SPACE}	9443	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S110	V2b_F1_J0	1	Practice	practice	3	1	family	no	MOUNTAIN	MOUNTAIN_45L.avi	2	45L	45	2hs	481	practice	practice	practice	1	0	j	1917	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S110	V2b_F1_J0	1	Practice	practice	10	2	family	yes	NEPHEW	NEPHEW_90R.avi	5	90R	90	1h	482	practice	practice	practice	1	0	f	1141	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S111	V2b_F1_J0	1	Practice	practice	1	8	family	no	CASTLE	CASTLE_0.avi	1	0	0	2hs	488	practice	practice	practice	0	1	{SPACE}	3350	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S111	V2b_F1_J0	1	Practice	practice	4	3	family	no	COWBOY	COWBOY_45R.avi	3	45R	45	2hs	483	practice	practice	practice	1	0	j	2257	0	0	0	1	1	1	0	0	0	0	0	0	1
L2_Intermediate	M2L2	S111	V2b_F1_J0	1	Practice	practice	6	10	family	no	DRAWER	DRAWER_45L.avi	2	45L	45	2hs	490	practice	practice	practice	1	0	j	1903	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S111	V2b_F1_J0	1	Practice	practice	5	9	family	yes	GRANDMA	GRANDMOTHER_90L.avi	4	90L	90	2hd	489	practice	practice	practice	1	0	f	1865	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S111	V2b_F1_J0	1	Practice	practice	7	5	family	yes	GRANDSON	GRANDSON_90L.avi	4	90L	90	2hd	485	practice	practice	practice	1	0	f	2278	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S111	V2b_F1_J0	1	Practice	practice	3	6	family	no	MECHANIC	MECHANIC_45R.avi	3	45R	45	2hs	486	practice	practice	practice	1	0	j	2514	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S111	V2b_F1_J0	1	Practice	practice	8	4	family	no	MONEY	MONEY_0.avi	1	0	0	2hd	484	practice	practice	practice	1	0	j	1711	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S111	V2b_F1_J0	1	Practice	practice	2	7	family	yes	MOTHER	MOTHER_90R.avi	5	90R	90	2hd	487	practice	practice	practice	1	0	f	3685	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S111	V2b_F1_J0	1	Practice	practice	10	1	family	no	MOUNTAIN	MOUNTAIN_45L.avi	2	45L	45	2hs	481	practice	practice	practice	1	0	j	1901	0	0	0	1	1	1	0	0	0	0	0	0	0
L2_Intermediate	M2L2	S111	V2b_F1_J0	1	Practice	practice	9	2	family	yes	NEPHEW	NEPHEW_90R.avi	5	90R	90	1h	482	practice	practice	practice	1	0	f	1420	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S112	V3a_F0_J1	1	Practice	practice	1	8	family	no	CASTLE	CASTLE_0.avi	1	0	0	2hs	488	practice	practice	practice	1	0	f	1740	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S112	V3a_F0_J1	1	Practice	practice	8	3	family	no	COWBOY	COWBOY_45R.avi	3	45R	45	2hs	483	practice	practice	practice	1	0	f	1429	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S112	V3a_F0_J1	1	Practice	practice	5	10	family	no	DRAWER	DRAWER_45L.avi	2	45L	45	2hs	490	practice	practice	practice	1	0	f	1157	0	0	0	1	1	1	0	0	0	0	0	0	1
L1_Deaf	L1	S112	V3a_F0_J1	1	Practice	practice	9	9	family	yes	GRANDMA	GRANDMOTHER_90L.avi	4	90L	90	2hd	489	practice	practice	practice	0	1	f	1091	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S112	V3a_F0_J1	1	Practice	practice	10	5	family	yes	GRANDSON	GRANDSON_90L.avi	4	90L	90	2hd	485	practice	practice	practice	1	0	j	2264	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S112	V3a_F0_J1	1	Practice	practice	7	6	family	no	MECHANIC	MECHANIC_45R.avi	3	45R	45	2hs	486	practice	practice	practice	1	0	f	1888	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S112	V3a_F0_J1	1	Practice	practice	4	4	family	no	MONEY	MONEY_0.avi	1	0	0	2hd	484	practice	practice	practice	1	0	f	1316	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S112	V3a_F0_J1	1	Practice	practice	3	7	family	yes	MOTHER	MOTHER_90R.avi	5	90R	90	2hd	487	practice	practice	practice	1	0	j	1287	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S112	V3a_F0_J1	1	Practice	practice	6	1	family	no	MOUNTAIN	MOUNTAIN_45L.avi	2	45L	45	2hs	481	practice	practice	practice	1	0	f	1607	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S112	V3a_F0_J1	1	Practice	practice	2	2	family	yes	NEPHEW	NEPHEW_90R.avi	5	90R	90	1h	482	practice	practice	practice	1	0	j	1678	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S113	V3a_F0_J1	1	Practice	practice	7	8	family	no	CASTLE	CASTLE_0.avi	1	0	0	2hs	488	practice	practice	practice	1	0	f	1705	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S113	V3a_F0_J1	1	Practice	practice	10	3	family	no	COWBOY	COWBOY_45R.avi	3	45R	45	2hs	483	practice	practice	practice	1	0	f	1408	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S113	V3a_F0_J1	1	Practice	practice	9	10	family	no	DRAWER	DRAWER_45L.avi	2	45L	45	2hs	490	practice	practice	practice	1	0	f	1678	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S113	V3a_F0_J1	1	Practice	practice	1	9	family	yes	GRANDMA	GRANDMOTHER_90L.avi	4	90L	90	2hd	489	practice	practice	practice	1	0	j	6186	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S113	V3a_F0_J1	1	Practice	practice	3	5	family	yes	GRANDSON	GRANDSON_90L.avi	4	90L	90	2hd	485	practice	practice	practice	1	0	j	2443	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S113	V3a_F0_J1	1	Practice	practice	4	6	family	no	MECHANIC	MECHANIC_45R.avi	3	45R	45	2hs	486	practice	practice	practice	1	0	f	2358	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S113	V3a_F0_J1	1	Practice	practice	5	4	family	no	MONEY	MONEY_0.avi	1	0	0	2hd	484	practice	practice	practice	1	0	f	1683	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S113	V3a_F0_J1	1	Practice	practice	2	7	family	yes	MOTHER	MOTHER_90R.avi	5	90R	90	2hd	487	practice	practice	practice	1	0	j	2231	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S113	V3a_F0_J1	1	Practice	practice	6	1	family	no	MOUNTAIN	MOUNTAIN_45L.avi	2	45L	45	2hs	481	practice	practice	practice	1	0	f	1588	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S113	V3a_F0_J1	1	Practice	practice	8	2	family	yes	NEPHEW	NEPHEW_90R.avi	5	90R	90	1h	482	practice	practice	practice	1	0	j	1328	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S114	V3a_F0_J1	1	Practice	practice	4	8	family	no	CASTLE	CASTLE_0.avi	1	0	0	2hs	488	practice	practice	practice	1	0	f	1662	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S114	V3a_F0_J1	1	Practice	practice	10	3	family	no	COWBOY	COWBOY_45R.avi	3	45R	45	2hs	483	practice	practice	practice	1	0	f	1442	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S114	V3a_F0_J1	1	Practice	practice	1	10	family	no	DRAWER	DRAWER_45L.avi	2	45L	45	2hs	490	practice	practice	practice	1	0	f	1594	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S114	V3a_F0_J1	1	Practice	practice	7	9	family	yes	GRANDMA	GRANDMOTHER_90L.avi	4	90L	90	2hd	489	practice	practice	practice	1	0	j	1532	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S114	V3a_F0_J1	1	Practice	practice	5	5	family	yes	GRANDSON	GRANDSON_90L.avi	4	90L	90	2hd	485	practice	practice	practice	1	0	j	1710	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S114	V3a_F0_J1	1	Practice	practice	2	6	family	no	MECHANIC	MECHANIC_45R.avi	3	45R	45	2hs	486	practice	practice	practice	1	0	f	1663	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S114	V3a_F0_J1	1	Practice	practice	8	4	family	no	MONEY	MONEY_0.avi	1	0	0	2hd	484	practice	practice	practice	1	0	f	1348	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S114	V3a_F0_J1	1	Practice	practice	6	7	family	yes	MOTHER	MOTHER_90R.avi	5	90R	90	2hd	487	practice	practice	practice	1	0	j	1477	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S114	V3a_F0_J1	1	Practice	practice	9	1	family	no	MOUNTAIN	MOUNTAIN_45L.avi	2	45L	45	2hs	481	practice	practice	practice	1	0	f	1457	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Deaf	L1	S114	V3a_F0_J1	1	Practice	practice	3	2	family	yes	NEPHEW	NEPHEW_90R.avi	5	90R	90	1h	482	practice	practice	practice	1	0	j	1135	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S116	V3b_F1_J0	1	Practice	practice	7	8	family	no	CASTLE	CASTLE_0.avi	1	0	0	2hs	488	practice	practice	practice	1	0	j	2560	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S116	V3b_F1_J0	1	Practice	practice	5	3	family	no	COWBOY	COWBOY_45R.avi	3	45R	45	2hs	483	practice	practice	practice	1	0	j	1982	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S116	V3b_F1_J0	1	Practice	practice	2	10	family	no	DRAWER	DRAWER_45L.avi	2	45L	45	2hs	490	practice	practice	practice	1	0	j	5981	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S116	V3b_F1_J0	1	Practice	practice	3	9	family	yes	GRANDMA	GRANDMOTHER_90L.avi	4	90L	90	2hd	489	practice	practice	practice	1	0	f	3595	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S116	V3b_F1_J0	1	Practice	practice	1	5	family	yes	GRANDSON	GRANDSON_90L.avi	4	90L	90	2hd	485	practice	practice	practice	0	1	j	4503	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S116	V3b_F1_J0	1	Practice	practice	6	6	family	no	MECHANIC	MECHANIC_45R.avi	3	45R	45	2hs	486	practice	practice	practice	1	0	j	2272	0	0	0	1	1	1	0	0	0	0	0	0	1
L1_Hearing	L1	S116	V3b_F1_J0	1	Practice	practice	8	4	family	no	MONEY	MONEY_0.avi	1	0	0	2hd	484	practice	practice	practice	1	0	j	1788	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S116	V3b_F1_J0	1	Practice	practice	9	7	family	yes	MOTHER	MOTHER_90R.avi	5	90R	90	2hd	487	practice	practice	practice	1	0	f	1896	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S116	V3b_F1_J0	1	Practice	practice	10	1	family	no	MOUNTAIN	MOUNTAIN_45L.avi	2	45L	45	2hs	481	practice	practice	practice	1	0	j	1817	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S116	V3b_F1_J0	1	Practice	practice	4	2	family	yes	NEPHEW	NEPHEW_90R.avi	5	90R	90	1h	482	practice	practice	practice	1	0	f	2221	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S117	V3b_F1_J0	1	Practice	practice	1	8	family	no	CASTLE	CASTLE_0.avi	1	0	0	2hs	488	practice	practice	practice	1	0	j	8364	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S117	V3b_F1_J0	1	Practice	practice	10	3	family	no	COWBOY	COWBOY_45R.avi	3	45R	45	2hs	483	practice	practice	practice	1	0	j	1531	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S117	V3b_F1_J0	1	Practice	practice	5	10	family	no	DRAWER	DRAWER_45L.avi	2	45L	45	2hs	490	practice	practice	practice	1	0	j	1999	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S117	V3b_F1_J0	1	Practice	practice	4	9	family	yes	GRANDMA	GRANDMOTHER_90L.avi	4	90L	90	2hd	489	practice	practice	practice	1	0	f	2483	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S117	V3b_F1_J0	1	Practice	practice	2	5	family	yes	GRANDSON	GRANDSON_90L.avi	4	90L	90	2hd	485	practice	practice	practice	1	0	f	3089	0	0	0	1	1	1	0	0	0	0	0	0	0
L1_Hearing	L1	S117	V3b_F1_J0	1	Practice	practice	6	6	family	no	MECHANIC	MECHANIC_45R.avi	3	45R	45	2hs	486	practice	practice	practice	1	0	j	2033	0	0	0	1	1	1	0	0	0	0	0	0	0
